id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts251621,World's Most Wanted,SHOW,Heinous criminals have avoided capture despite massive rewards and global investigations. This docuseries profiles some of the world’s most wanted.,2020,TV-14,45,"['crime', 'documentation']",['US'],1.0,tt12753698,7.1,2481.0,2.966,8.0
tm452573,Gabriel Iglesias: One Show Fits All,MOVIE,"In a new comedy special for 2019, Gabriel ""Fluffy"" Iglesias discusses his teenage son, encounters with Snoop Dogg and an overzealous fan, and more.",2019,,90,"['comedy', 'documentation']",['US'],,tt9426212,7.2,1793.0,3.264,6.6
ts89347,Street Food,SHOW,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,2019,TV-G,37,['documentation'],['US'],2.0,tt10050778,7.9,2712.0,3.764,7.9
tm822596,Into the Beat,MOVIE,A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,2020,,102,"['drama', 'music', 'romance', 'european']",['DE'],,tt10662234,5.3,1313.0,6.735,6.4
ts250920,Home Game,SHOW,"This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",2020,TV-MA,29,"['documentation', 'sport']",['US'],1.0,tt12429046,7.0,841.0,2.721,6.4
ts105192,The Unlisted,SHOW,Twelve-year-old identical twins Dru and Kal discover that the government is secretly tracking and manipulating Australia's youth via electronic tracking devices.,2019,,10,"['family', 'scifi', 'thriller']",['AU'],1.0,tt9184592,6.7,899.0,11.133,7.5
tm319139,Saaho,MOVIE,"A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.",2019,R,171,"['thriller', 'action', 'crime', 'drama', 'romance']",['IN'],,tt6836936,5.5,18554.0,5.566,6.2
tm495609,Game Over,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,,102,"['thriller', 'drama', 'scifi']",['IN'],,tt8914492,7.0,7297.0,4.497,6.3
ts85451,45 RPM,SHOW,The birth of a music label and three characters fighting for their dreams inside the complex inside the music industry.,2019,TV-MA,57,"['drama', 'music']",['ES'],1.0,tt8987918,7.2,497.0,2.761,6.9
ts89583,Trailer Park Boys: The Animated Series,SHOW,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",2019,TV-MA,25,"['animation', 'comedy']",['CA'],2.0,tt9814900,7.6,2854.0,17.146,7.3
ts104168,El Dragón: Return of a Warrior,SHOW,"After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",2019,TV-MA,53,"['action', 'drama']",['US'],2.0,tt9281190,6.8,1853.0,49.839,7.4
ts87488,Malibu Rescue: The Series,SHOW,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019,TV-G,26,"['comedy', 'action', 'family']",['US'],1.0,tt9098432,5.4,979.0,10.9,8.0
tm470597,A Kid from Coney Island,MOVIE,"Feature documentary about the rise and fall, and rebirth of ex-NBA star, Stephon Marbury.",2019,,89,"['documentation', 'sport']","['CN', 'US']",,tt9567112,7.0,536.0,3.716,6.8
tm502151,A Remarkable Tale,MOVIE,A town at the edge of the missing take desperate measures to avoid it.,2019,PG,93,"['comedy', 'drama', 'european']",['ES'],,tt8296660,5.3,1159.0,5.253,5.7
ts245653,The Club,SHOW,"Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.",2019,TV-MA,34,"['comedy', 'drama']",['MX'],1.0,,,,17.831,7.6
tm933447,Michael McIntyre: Showman,MOVIE,"Charming comic Michael McIntyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special.",2020,,62,['comedy'],[],,tt11860624,7.1,1219.0,2.747,7.7
ts254045,Sneakerheads,SHOW,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,2020,,28,['comedy'],['US'],1.0,,,,14.93,7.5
tm456074,Jezebel,MOVIE,"A true story. In the last days of her mother’s life, 19-year-old Tiffany crashes with five family members in a Las Vegas studio apartment. In order to make ends meet, her sister, a phone sex operator, introduces her to the world of fetish cam girls.",2020,,88,['drama'],['US'],,tt7103742,6.9,1304.0,1.762,6.6
tm461159,Trouble,MOVIE,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,2019,,87,"['comedy', 'family', 'music', 'animation']",['CA'],,tt6772524,5.8,3187.0,11.564,6.7
tm875736,U Turn,MOVIE,U turn tells the story of a budding investigator and a cop who will uncover the new conspiracies of a bike gang.,2020,,98,"['horror', 'thriller']",[],,tt11638656,4.3,268.0,,
tm816593,"Frankenstein's Monster's Monster, Frankenstein",MOVIE,"David Harbour delves into the enigmatic history of his legendary acting family, as he examines his father's legacy and role in a made-for-TV play.",2019,,32,['comedy'],['US'],,tt10516390,5.8,2166.0,5.098,6.0
tm454861,Patria,MOVIE,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.",2019,,89,"['documentation', 'history']",['MX'],,tt9647980,7.2,102.0,3.074,6.6
tm850862,A Love Song for Latasha,MOVIE,"A dreamlike conversation with the past and the present, reimagining Latasha Harlins' story by excavating intimate memories shared by those who loved her.",2019,,18,['documentation'],['US'],,,,,6.985,7.1
tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,"An outstanding lineup of entertainers gathers in the Kennedy Center Concert Hall to salute Dave Chappelle, recipient of the 22nd annual Mark Twain Prize for American Humor.",2020,,86,['comedy'],['US'],,,,,5.528,7.4
ts252166,Private Lives,SHOW,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",2020,,67,"['action', 'thriller', 'drama', 'crime', 'romance']",['KR'],1.0,tt12560270,6.7,595.0,5.956,6.4
tm919106,Rising Phoenix,MOVIE,"The history and current standing of the Paralympic Games, which has grown to become the world's third largest sporting event.",2020,PG-13,105,"['documentation', 'sport']",['GB'],,tt10851618,8.1,1659.0,12.634,8.2
ts233530,Win the Wilderness: Alaska,SHOW,"Six British couples compete to impress the current, elderly owners of a remote yet breathtaking property in Alaska. The winners will win the property deep within the Alaskan wilderness.",2020,,59,"['documentation', 'reality']",[],1.0,tt11718294,6.9,724.0,2.496,8.0
ts87473,7SEEDS,SHOW,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2019,TV-MA,25,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']",['JP'],2.0,tt9348718,6.3,1378.0,31.425,8.1
tm467848,NiNoKuni,MOVIE,"Adapted from the video game series of the same name, NiNoKuni follows high school peers Yuu and Haru who must travel between two separate yet parallel worlds to help save their childhood friend, Kotona, whose life is in danger. In this magical quest complicated by love, the three teens will be tasked with making the ultimate choice.",2019,PG-13,106,"['fantasy', 'animation', 'action', 'family', 'romance']",['JP'],,tt9760504,6.1,3296.0,17.896,6.7
ts223659,Jamtara – Sabka Number Ayega,SHOW,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",2020,,29,"['drama', 'crime']",['IN'],1.0,tt11150912,7.3,6165.0,4.266,7.6
tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,"Once the world's most famous astrologer, Walter Mercado seeks to resurrect a forgotten legacy. Raised in the sugar cane fields of Puerto Rico, Walter grew up to become a gender non-conforming, cape-wearing psychic whose televised horoscopes reached 120 million viewers a day for decades before he mysteriously disappeared.",2020,,96,['documentation'],['US'],,tt11378264,7.3,3251.0,11.019,7.4
ts225539,Hyena,SHOW,"To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",2020,,60,"['drama', 'romance']",['KR'],1.0,tt11534164,7.7,765.0,4.669,8.7
ts190452,Stolen Away,SHOW,"A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",['ES'],1.0,tt10064124,7.1,2314.0,11.356,7.1
tm836674,The Main Event,MOVIE,"After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar by using special powers from a magical mask.",2020,,102,"['comedy', 'action', 'family', 'fantasy', 'sport']",['US'],,tt10540242,4.8,2279.0,13.508,6.7
ts222438,Cagaster of an Insect Cage,SHOW,"Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",2020,TV-14,26,['scifi'],['JP'],1.0,,,,21.075,8.2
ts90902,Search: WWW,SHOW,"The stories of ambitious career women working at the top of the best portal sites in the IT industry. Paved with wins and losses, their road to success takes a new turn when love comes along the way.",2019,,72,"['comedy', 'drama', 'romance']",['KR'],1.0,tt10253244,7.9,1308.0,6.603,8.5
tm912400,Jack Whitehall: I'm Only Joking,MOVIE,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father.",2020,,58,['comedy'],['GB'],,tt12588432,6.6,1468.0,4.944,6.2
ts251119,Hook,SHOW,"Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.",2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],1.0,tt12659696,6.5,25.0,2.708,6.3
ts88821,I Hear You,SHOW,"Bei Er Duo, a girl from an ordinary family, dreams about studying in Japan to be a professional voice actor. However, her mother wants her to marry rich whilst she is young, leading to continuous blind dates which irritate Bei Er Duo. In her desperation to raise funds for studying overseas as well as helping her best friend Tang Li out of a crisis, Bei Er Duo joins a couple reality program, encountering top violin maker Ye Shu Wei.",2019,TV-14,45,"['drama', 'comedy', 'romance']",['CN'],1.0,tt10327440,7.3,560.0,15.664,7.9
ts91034,Leila,SHOW,"In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter that she lost upon her arrest years ago.",2019,TV-MA,46,"['war', 'scifi', 'drama']",['IN'],1.0,tt7259274,4.7,8796.0,1.4,7.0
tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,"Violet Evergarden, a former soldier returned from war, comes to teach at a women's academy and changes a young girl's life.",2019,,90,"['family', 'animation', 'drama', 'fantasy']",['JP'],,tt10477558,7.4,4503.0,22.796,8.3
tm943718,Operation Christmas Drop,MOVIE,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",2020,,95,"['romance', 'comedy', 'family']",['US'],,tt13236566,5.8,11329.0,14.686,6.5
ts101060,Merry Happy Whatever,SHOW,A strong-willed patriarch must balance the demands of his complicated family with the stress of the Christmas season when his youngest daughter comes home for the holidays with a new boyfriend.,2019,TV-PG,26,['comedy'],['US'],1.0,tt9777322,6.4,4542.0,10.85,6.6
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,Sweety has to contend with her over-enthusiastic family that wants her to get married but the ultimate truth is that her love might not find acceptance in her family and society.,2019,,121,"['drama', 'romance', 'comedy']",['IN'],,tt8108164,5.6,4288.0,4.303,5.8
ts88133,Well-Intended Love,SHOW,"In order to receive a bone marrow transplant quicker and be able to continue her career as an actress, Xia Lin enters into a secret marriage with Ling Yi Zhou, the CEO of a company. Despite the conspiracies and misunderstandings they encounter, the two find true love.",2019,TV-14,43,"['drama', 'romance']",['CN'],2.0,tt9886950,7.2,1433.0,29.43,8.1
ts317497,The Neighbor,SHOW,"Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",2019,TV-MA,30,"['comedy', 'action']",['ES'],2.0,tt9731222,6.5,2125.0,13.672,6.6
tm518467,Dragon Rider,MOVIE,A young silver dragon teams up with a mountain spirit and an orphaned boy on a journey through the Himalayas in search for the Rim of Heaven.,2020,,100,"['family', 'fantasy', 'animation', 'comedy', 'european']","['ES', 'BE', 'DE']",,tt7080422,5.6,1522.0,15.265,7.3
ts216513,The Healing Powers of Dude,SHOW,"Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",2020,TV-G,30,"['fantasy', 'action', 'comedy', 'drama', 'family']",[],1.0,tt10540562,6.5,873.0,11.905,7.2
tm826368,American Son,MOVIE,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,2019,,90,['drama'],['US'],,tt9664078,5.8,6904.0,9.419,6.1
tm454096,Only Mine,MOVIE,"Tormented and left for dead by a scorned lover, a woman finds the strength within herself to recover and retaliate against her abuser.",2019,,87,"['drama', 'thriller']",['US'],,tt9271164,4.6,3013.0,13.136,5.3
tm987599,Best of Stand-up 2020,MOVIE,"Unnecessary milk substitutes. Bad passwords. Burlap underpants. 2020 may have sucked, but thankfully the jokes didn't.",2020,,76,['comedy'],['US'],,tt13649688,5.4,601.0,3.282,5.6
ts87361,Back with the Ex,SHOW,New beginnings or old baggage? Four singles have one chance to reignite romance with an ex -- or leave the past behind for good.,2019,,44,"['reality', 'comedy']",['AU'],1.0,tt11272424,6.2,615.0,2.522,8.3
ts104507,Triad Princess,SHOW,A woman who grows up in the shadow of her mafia-affiliated father. She defies his wishes and takes a gig as an undercover bodyguard for a famous actress.,2019,,45,['drama'],['TW'],1.0,tt9314996,6.8,658.0,2.812,7.0
tm831873,The Crimes That Bind,MOVIE,"Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.",2020,,99,"['drama', 'thriller', 'crime']",['AR'],,tt10915060,6.7,3912.0,7.647,6.4
tm856424,Bheeshma,MOVIE,"Bheeshma Prasad, a simple meme creator has his life turned around when he wages a war against a powerful agro company that creates harmful chemicals to increase the crop yield and make more money.",2020,,151,"['romance', 'comedy']",['IN'],,,,,5.22,6.6
tm884581,Rich in Love,MOVIE,"Working incognito at his rich dad's company to test his own merits, Teto falls for Paula and tells her he grew up poor, a lie that spins out of control.",2020,,104,"['romance', 'comedy']",['BR'],,tt10329566,6.0,2616.0,12.066,7.8
ts231260,Last One Standing,SHOW,"Luo Ran has been investigating the death of his wife with his best friend Ning Yu. They end up getting onto a train headed for C City in order to chase female suspect Jiang Xue. The train suddenly derails mid-journey, and the hundred or so survivors find themselves transported to a ruined city with no living soul in sight, cut off from the rest of the world. The city is filled with dangers on all sides and supplies are dwindling. The survivors start dying off or disappearing one by one-a brutal game of survival begins.",2019,,36,"['scifi', 'thriller', 'drama']",[],1.0,tt11465292,7.0,18.0,,
ts218176,The Big Show Show,SHOW,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020,TV-PG,26,['comedy'],['US'],1.0,tt10726356,6.3,2375.0,15.341,7.5
ts217719,Basketball or Nothing,SHOW,the lives of the Chinle High School boys' basketball team based on the Navajo Nation reservation in Arizona.,2019,TV-PG,0,"['documentation', 'sport']",['US'],1.0,tt10698408,7.4,614.0,3.31,8.3
tm885669,The Christmas Chronicles: Part Two,MOVIE,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",2020,PG,112,"['comedy', 'family', 'fantasy']",['US'],,tt11057644,6.0,29280.0,45.05,6.6
tm843276,Memories of a Teenager,MOVIE,"After the suicide of his best friend and the fire of a local dance called Cromañón, including recitals, illegal parties in an abandoned warehouse and high school, a year passes by in the life of Zabo who writes everything he feels and lives in his blog, ""Memories of a teenager"".",2019,,93,['drama'],['AR'],,tt11254858,6.5,778.0,12.506,7.8
tm941531,The Beast,MOVIE,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",2020,,90,"['crime', 'action', 'drama', 'thriller']",['IT'],,tt11499506,5.2,4281.0,10.059,6.3
ts221851,The Lies Within,SHOW,Kim Seo-hui’s life is changed forever when her politician father dies in a car crash and her husband disappears – all in one day. She enters the world of politics and join hands with small-town detective Jo Tae-sik to uncover the truth when she finds out that the car crash might not have been an accident after all.,2019,,60,"['crime', 'thriller', 'drama']",['KR'],1.0,tt10919902,7.0,365.0,3.895,7.9
tm873159,The Yin-Yang Master: Dream of Eternity,MOVIE,"Qing Ming, the Yin-Yang Master, took his master's last wish and went to the Captial Tiandu City to attend the heaven ceremony.",2020,PG-13,132,"['scifi', 'action', 'drama', 'fantasy']",['CN'],,tt11454718,6.4,4647.0,21.049,7.7
tm430106,"El Pepe, A Supreme Life",MOVIE,"El Pepe, una vida suprema is a documentary on the life of Uruguayan politician and former guerrilla fighter José Mujica.",2019,,74,['documentation'],"['RS', 'UY', 'AR']",,tt8900434,7.1,1867.0,7.162,7.5
ts254737,Mighty Express,SHOW,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,2020,TV-Y,14,[],['CA'],6.0,,,,9.174,10.0
ts224794,Glitch Techs,SHOW,Game-world monsters are wreaking real-world havoc. Here comes tech support!,2020,TV-G,25,['scifi'],['US'],2.0,,,,8.629,8.3
ts88552,Go! Live Your Way,SHOW,"Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.",2019,TV-Y7,40,"['drama', 'comedy', 'romance']",['AR'],2.0,tt9654086,6.7,606.0,23.687,9.3
ts91087,One Spring Night,SHOW,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",2019,,47,"['drama', 'romance']",['KR'],1.0,tt10192576,7.9,2503.0,11.031,8.4
tm836638,The Man Without Gravity,MOVIE,A gravity-defying boy raised in seclusion matures into an extraordinary man -- and an international celebrity -- who longs for human connection.,2019,,107,"['drama', 'comedy', 'fantasy']","['BE', 'FR', 'IT']",,tt9646240,5.8,2485.0,6.703,7.3
ts255418,Bad Boy Billionaires: India,SHOW,"This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",2020,TV-14,0,"['crime', 'documentation']",['XX'],1.0,tt12923630,7.9,3010.0,2.596,8.0
ts88352,Designated Survivor: 60 Days,SHOW,"An explosion at the National Assembly kills everyone in the cabinet, leaving Park Mu-jin, the Minister of Environment, to become the next president. Park Mu-jin is a scientist-turned-politician who has no ambitions in politics, but as the acting president for 60 days, he is compelled to investigate the truth behind the attack. Based on the popular American series, Designated Survivor.",2019,,74,"['war', 'thriller', 'drama']",['KR'],1.0,tt10340990,8.1,1201.0,5.067,8.4
tm452440,Cinderela Pop,MOVIE,"Cintia is modern princess, she's connected, decided and loves music. This ""pop"" princess used to live with their parents in a huge castle with a nice view to the city. Every night she looked through the window and watch the view dreaming with a prince she didn't met yet. But one day her castle crumbles with everything around her, after her parents divorce she went to live with her aunt and stops believing in love.  What she didn't knew was that there was a charming prince in her history, that wanted to break the ice around our modern day cinderella.",2019,,94,"['romance', 'music', 'family']",['BR'],,tt8716800,4.5,1046.0,12.797,6.5
ts83810,Cannon Busters,SHOW,"With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']","['FR', 'US', 'JP']",1.0,tt5066664,6.7,1172.0,4.6,6.7
ts252318,Million Dollar Beach House,SHOW,The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.,2020,TV-MA,28,['reality'],['US'],1.0,tt12882136,4.2,804.0,1.957,5.7
tm949267,Notes for My Son,MOVIE,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",2020,,83,['drama'],['AR'],,tt13353486,6.4,912.0,7.967,7.6
tm820116,Street Flow,MOVIE,"Noumouké, from the suburb of Paris, is about to decide which brother's foot steps to follow - the lawyer student Soulaymaan or the gangster Demba.",2019,,96,"['drama', 'crime']",['FR'],,tt10958282,6.4,1509.0,17.115,7.1
ts314647,Patton Oswalt: I Love Everything,SHOW,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,2020,,53,[],[],1.0,,,,,
tm458363,Juanita,MOVIE,"Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",2019,,90,['drama'],['US'],,tt6155456,6.0,2336.0,7.276,5.2
ts236332,Absurd Planet,SHOW,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth's most incredible animals.",2020,TV-PG,20,['documentation'],['US'],1.0,tt12027008,3.9,1459.0,19.898,5.9
ts89331,My Husband Won't Fit,SHOW,"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",2019,TV-MA,34,"['drama', 'romance']",['JP'],1.0,tt10027946,6.7,798.0,6.306,6.1
ts254767,"Whose Vote Counts, Explained",SHOW,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",2020,TV-PG,25,['documentation'],[],1.0,tt13005714,7.3,1139.0,4.348,7.4
tm856545,Intuition,MOVIE,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".",2020,,116,"['thriller', 'crime']",['AR'],,tt12282598,5.5,2613.0,13.733,6.3
ts219422,When the Camellia Blooms,SHOW,"A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case.",2019,,55,"['comedy', 'drama', 'romance', 'thriller']",['KR'],1.0,tt10826064,8.0,2371.0,6.611,8.3
tm886214,Mrs. Serial Killer,MOVIE,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",2020,,106,"['thriller', 'crime', 'drama']",['IN'],,tt10230426,5.3,19630.0,6.754,6.4
ts237071,The Forest of Love: Deep Cut,SHOW,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020,TV-MA,0,"['crime', 'horror', 'thriller', 'drama']",['JP'],1.0,tt12079236,6.8,426.0,4.584,6.9
tm425944,A Land Imagined,MOVIE,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,2019,,95,"['drama', 'thriller', 'european']","['SG', 'FR', 'NL']",,tt8726116,6.2,1289.0,5.628,6.0
ts84639,revisions,SHOW,"An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",2019,TV-MA,22,"['action', 'scifi', 'animation']",['JP'],1.0,tt9522354,5.9,598.0,7.336,7.0
tm888080,The Last Days of American Crime,MOVIE,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",2020,,149,"['crime', 'thriller', 'action', 'drama', 'scifi']",['US'],,tt1552211,3.7,11227.0,8.27,6.6
ts191285,The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.,2019,TV-PG,45,"['drama', 'sport']",['CN'],1.0,tt10097916,7.6,206.0,4.438,9.2
tm925490,Ainu Mosir,MOVIE,"Kanto, 14, a descendant of Japan's indigenous Ainu people, decides to visit a hole in the forest -- a path to the other side of the world where dead people live, hoping to see his deceased father.",2020,,84,['drama'],"['JP', 'US', 'CN']",,tt9140354,6.6,231.0,2.718,7.0
tm450095,37 Seconds,MOVIE,"In 37 Seconds, 23-year-old comic book artist Yuma, physically disabled due to profound cerebral palsy and emotionally stunted by her well-meaning but overly protective mother, forges her own unusual path to sexual awakening and independence while at the same time discovering love and forgiveness.",2019,,115,['drama'],['JP'],,tt6156138,7.4,2647.0,8.463,7.4
tm452867,Jo Pil-ho: The Dawning Rage,MOVIE,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy before it's too late.",2019,,127,"['drama', 'thriller', 'action', 'crime']",['KR'],,tt7738048,6.3,2096.0,8.14,6.1
ts87372,Ultramarine Magmell,SHOW,"One day in the middle of the pacific ocean a miracle occurred, a new continent appeared out of nowhere! The new continent was the home for new and mysterious plants, creatures and minerals!

Humanity is excited as the age of exploration has returned.",2019,TV-14,24,"['action', 'fantasy', 'animation']",['JP'],1.0,tt11025120,6.0,610.0,20.071,6.9
tm450698,The Ruthless,MOVIE,"Milan, Italy, 1967. Santo Russo, a boy of Calabrian origin, arrives north with his parents and younger brother to find better living conditions. Due to an absurd misunderstanding and his father's contempt, Santo ends up in prison, where he gets a “true education.” In 1978, he and his friends Slim and Mario embark on a 15-year criminal career, a successful and ruthless spiral of robberies, kidnappings, murders and heroin smuggling.",2019,,107,"['crime', 'drama', 'european']","['FR', 'IT']",,tt9239888,6.2,6071.0,12.948,6.2
tm895839,Under the Riccione Sun,MOVIE,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",2020,,101,['comedy'],['IT'],,,,,10.01,6.2
tm454156,In Family I Trust,MOVIE,"Bea is a successful architect who lives in Barcelona (Catalonia, northeast to Spain) with her boyfriend and boss, Víctor, a CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions due to the alcohol she drank, Bea makes a meeting between Víctor and Rebecca. When to the next day she wakes up, Víctor proposes to wed Bea and she accepts, but after she arrives to the job, Bea learns about a videotape where Víctor and Rebecca make the love in a car that it's in all TV channels. In front of all CEOs during a full meeting, Bea slaps Víctor and destroys her design, being fired from the job. Looking for a break, she travels her natal coastal town, Santa Clara, just to discover that her rest isn't so easy as it seems: her eccentric, free-spirited and eternal smiling mother ...",2019,,94,"['comedy', 'romance', 'european']",['ES'],,tt6869362,6.2,3106.0,9.002,6.3
tm897418,DNA,MOVIE,"DNA revolves around a woman with close ties to a beloved Algerian grandfather who protected her from a toxic home life as a child. When he dies, it triggers a deep identity crisis as tensions between her extended family members escalate revealing new depths of resentment and bitterness.",2020,,90,"['drama', 'history']",['FR'],,tt7600716,6.0,1020.0,7.645,6.2
tm857397,A Life of Speed: The Juan Manuel Fangio Story,MOVIE,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used.",2020,,92,"['documentation', 'sport']",['AR'],,tt11829302,6.9,1854.0,7.754,7.2
tm960414,A California Christmas,MOVIE,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",2020,PG-13,106,"['romance', 'comedy', 'drama']",['US'],,tt13055780,5.8,9721.0,9.156,6.4
tm475430,Super Me,MOVIE,"Sang Yu is so exhausted from trying to stay awake. Every time he closes his eyes, a demon chases and kills him in his dreams. One night Sang realizes he has a special power: he can bring treasures from his dreams into reality. Almost overnight, he becomes a rich man. But his wealth also attracts the attention of a ruthless gangster.",2019,,102,"['fantasy', 'scifi', 'drama']",['CN'],,tt10097544,5.8,1527.0,11.773,7.7
tm897771,Picture a Scientist,MOVIE,A documentary that looks at systemic sexism faced by women scientists in STEM fields.,2020,PG-13,97,['documentation'],['US'],,,,,4.286,7.5
