Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
Serbia,1981,7814393,105706,550038,1665640,2790989,5385603,6148679,5811415,108238,444332,563784,551818,563473,1180507,1175459,1196521,1019707,489462,423065,95305,5180,74
Serbia,1982,7841807,103876,538091,1655831,2781447,5439317,6185904,5848704,104989,434215,569286,548454,561058,1167630,1189355,1178903,1050568,502658,424763,105981,4988,72
Serbia,1983,7866039,104980,529413,1647062,2774099,5487331,6218905,5883115,103091,424433,568901,548748,559460,1149853,1209320,1157268,1077204,523676,422018,115279,4827,72
Serbia,1984,7889240,105759,524508,1639048,2765110,5526097,6250123,5916111,104182,418749,564570,549970,558956,1134077,1227683,1134823,1099946,553450,413140,123245,4803,69
Serbia,1985,7912073,105212,520712,1632140,2752536,5552784,6279865,5947636,104999,415500,557331,554097,556287,1122559,1240731,1115720,1118322,593371,397580,130291,5004,68
Serbia,1986,7931910,102208,517258,1625654,2735493,5566394,6306189,5978512,104499,415050,545947,562449,549825,1117915,1243764,1102660,1131446,642489,376490,136162,5438,67
Serbia,1987,7948309,101346,514906,1616691,2720625,5573407,6331552,6006977,101567,413560,533865,567920,546418,1118049,1235604,1096005,1138666,697362,352763,140593,6092,66
Serbia,1988,7963944,101011,511230,1604185,2707088,5579487,6359693,6033408,100772,410219,525295,567660,546854,1119716,1219338,1097630,1140567,751577,332599,144389,7023,66
Serbia,1989,7977876,97613,503418,1587517,2691491,5584659,6390293,6057973,100488,405805,520599,563500,548205,1119257,1197944,1110369,1137901,799339,320950,148087,8241,66
Serbia,1990,7987530,94665,493251,1566542,2672171,5587207,6420922,6082799,97164,398586,516953,556338,552397,1113865,1174762,1130503,1130767,838766,318839,151417,9606,66
Serbia,1991,7964455,94155,485718,1541541,2646957,5562742,6422850,6081699,94405,391563,512454,543369,560235,1098486,1154160,1135494,1117058,873800,322339,150252,11026,64
Serbia,1992,7943504,91693,475088,1515030,2622358,5542300,6428412,6085816,93453,383395,509242,530700,566437,1088069,1133662,1143174,1101591,905431,331818,145863,12367,62
Serbia,1993,7957074,90409,461823,1491581,2603439,5550165,6465432,6124020,90338,371414,505614,524144,568805,1087833,1116258,1168665,1087287,933252,348784,141036,13512,61
Serbia,1994,7969952,89980,452089,1470285,2583906,5552678,6499604,6163274,89090,362109,497070,521126,567064,1090400,1099847,1192818,1070951,958524,372170,133313,14517,63
Serbia,1995,7982463,89733,445941,1450085,2565256,5550803,6532307,6201604,88760,356208,485370,518774,562051,1094480,1087073,1211264,1056427,980285,402503,122780,15444,71
Serbia,1996,7993447,89507,440992,1432637,2549303,5543824,6560727,6236634,88526,351485,475153,516492,552771,1099534,1080764,1219500,1047058,997695,437488,109895,16022,83
Serbia,1997,7997524,86239,436298,1413729,2527791,5530029,6583697,6265514,88466,350059,462944,514487,542287,1105601,1078999,1215975,1042541,1009443,475480,97134,16237,98
Serbia,1998,7985509,74191,421371,1381768,2489865,5511315,6603623,6289189,85441,347180,450408,509989,534437,1110343,1078561,1202880,1044026,1015528,513296,88188,16364,118
Serbia,1999,7959748,66022,398599,1340606,2441323,5488923,6619001,6304589,73507,332577,441571,500436,529728,1111575,1075804,1182723,1054829,1016410,546566,84949,16417,141
Serbia,2000,7935023,71305,381419,1305626,2396263,5464383,6629232,6313753,65483,310114,436446,487761,525638,1112544,1069447,1159541,1072746,1011694,573928,87457,16237,165
Serbia,2001,7917792,78504,372079,1281772,2357525,5436572,6635834,6323763,71026,293575,433207,476486,521173,1113692,1059966,1144819,1084604,1001547,598345,95743,15945,186
Serbia,2002,7904272,82019,369099,1262827,2323159,5409635,6641240,6334534,78258,287080,430206,463522,517319,1110606,1056573,1128575,1097770,986944,620254,107670,15529,205
Serbia,2003,7887466,81219,376604,1243711,2289636,5384334,6643536,6342289,81668,295385,416515,450592,511692,1103731,1058568,1107322,1118354,969282,639239,120577,14771,219
Serbia,2004,7863399,76287,386988,1223504,2253426,5356398,6639661,6344705,80878,310701,394986,441530,501275,1095315,1062787,1087301,1137959,950731,656284,134371,13638,234
Serbia,2005,7830944,70178,385865,1200984,2212958,5327344,6629715,6343367,75999,315687,378769,436350,488033,1084468,1068494,1071302,1152013,933907,670302,149094,12102,245
Serbia,2006,7794792,66368,373969,1176371,2172393,5299960,6618169,6340981,69971,307601,369427,432975,476626,1069462,1075400,1062098,1155770,921719,681739,164899,10456,252
Serbia,2007,7758181,64865.996,357261,1153444,2132617,5273095,6604478,6335410,66218,292395,366364,429819,463554,1054322,1083221,1058030,1148992,915042,690820,181384,9113,259
Serbia,2008,7722801,66675,343124,1133456,2093862,5248380,6589077,6325507,64741.996,276449,374264,416068,450390,1040424,1089492,1056054,1134640,915078,697123,197365,8511,268
Serbia,2009,7688037,68378,335504,1115244,2056279,5225312,6572514,6312974,66564,267126,385153,394587,441245,1025310,1092581,1052850,1115086,924026,700374,212085,8957,279
Serbia,2010,7653749,69774,335301,1098264,2020982,5201249,6555194,6296453,68288,265527,384539,378424,435988,1008174,1095186,1046537,1093637,939488,700336,225433,10415,291
Serbia,2011,7620925,70759,339813,1081942,1989996,5174792,6538679,6279342,69691,269054,373001,369128,432577,992811,1097134,1037126,1080906,950152,697352,237936,12685,304
Serbia,2012,7591357,71319,346409,1069119,1961655,5144471,6521925,6264617,70701,275090,356558,366152,429629,977095,1095338,1033986,1066989,961820,691520,250125,15423,313
Serbia,2013,7566674,71308,351315,1068261,1935631,5101705,6498097,6254514,71316,280007,342730,374216,416453,960783,1091441,1037231,1048477,979499,683361,262451,18401,316
Serbia,2014,7543965,70979,354202,1074955,1913881,5047169,6468702,6246899,71334,283223,335455,385298,395669,944554,1087080,1043715,1031437,996479,673948,274300,21520,308
Serbia,2015,7519501,71037,355671,1076100,1895553,4994687,6443118,6234852,71011,284634,335569,384860,380065,929284,1080143,1051720,1018286,1008752,665629,284604,24635,283
Serbia,2016,7493288,70293,355282,1069152,1877230,4956018,6423886,6210444,71061,284989,340396,373474,371070,917095,1068451,1060653,1011587,1012238,661363,293636,27793,250
Serbia,2017,7464882,69927,353842,1058175,1860710,4921666,6406483,6176727,70298,283915,347214,357119,368101,902734,1055997,1070187,1009570,1006816,660989,301178,30911,224
Serbia,2018,7433825,69573,351997,1047372,1844197,4882785,6386227,6146440,69915,282424,352108,343267,375925,876996,1044382,1078047,1009397,995360,664996,307208,33916,226
Serbia,2019,7401056,69290,350142,1040839,1826541,4839932,6359943,6122152,69537,280852,354821,335876,386547,846575,1031018,1082582,1008218,980462,675591,312058,36892,274
Serbia,2020,7358010,68857,347783,1039663,1807620,4791950,6317987,6091653,69234,278926,356047,335833,385592,824557,1015087,1086252,1003813,963485,687700,312342,39159,360
Serbia,2021,7296771,67829,345199,1041147,1787371,4743723,6255167,6043269,68799,277370,355420,340528,373839,811002,1000735,1088888,995709,951271,688853,304830,40040,457
Seychelles,1950,38129,1104,4706,11948,17939,22109,26181,24249,976,3602,3798,3444,3153,5415,4654,4171,3302,2564,2221,671,30,0
Seychelles,1951,38322,1192,4979,12364,18461,22208,25958,23993,1054,3787,3885,3500,3209,5504,4656,4184,3265,2488,2009,618,25,0
Seychelles,1952,38600,1224,5218,12767,18972,22327,25833,23839,1125,3994,3992,3557,3264,5593,4666,4191,3245,2439,1826,586,23,0
Seychelles,1953,38941,1248,5431,13162,19477,22469,25779,23755,1155,4183,4119,3612,3318,5689,4688,4190,3242,2398,1666,564,24,0
Seychelles,1954,39342,1280,5628,13565,19988,22628,25777,23724,1179,4348,4264,3673,3367,5792,4728,4179,3247,2365,1527,543,29,0
Seychelles,1955,39811,1329,5818,13996,20524,22799,25815,23732,1213,4489,4432,3746,3415,5896,4778,4162,3258,2330,1412,531,33,0
Seychelles,1956,40349,1387,6023,14464,21104,22988,25885,23768,1266,4636,4607,3834,3471,6002,4837,4144,3266,2295,1319,511,40,0
Seychelles,1957,40966,1438,6265,14972,21723,23195,25994,23839,1328,4827,4770,3937,3527,6112,4898,4124,3278,2268,1251,486,50,0
Seychelles,1958,41635,1464,6516,15497,22358,23415,26138,23945,1381,5052,4928,4053,3584,6221,4966,4108,3288,2243,1204,458,66,0
Seychelles,1959,42369,1498,6765,16041,23009,23664,26327,24100,1403,5267,5094,4182,3644,6327,5045,4101,3302,2226,1170,430,82,1
Seychelles,1960,43186,1549,7005,16614,23674,23956,26570,24310,1438,5456,5313,4296,3698,6416,5135,4116,3338,2226,1157,400,84,2
Seychelles,1961,44064,1581,7218,17203,24323,24283,26859,24561,1494,5637,5596,4389,3739,6478,5232,4162,3399,2247,1166,367,69,2
Seychelles,1962,44990,1615,7419,17837,25005,24596,27152,24812,1530,5804,5916,4502,3783,6513,5323,4221,3452,2289,1179,342,50,1
Seychelles,1963,45985,1652,7633,18521,25742,24900,27464,25084,1566,5981,6236,4652,3838,6530,5411,4284,3494,2346,1193,329,39,0
Seychelles,1964,47050,1688,7849,19257,26552,25202,27793,25370,1604,6161,6557,4851,3908,6535,5498,4351,3524,2413,1206,327,31,0
Seychelles,1965,48142,1721,8044,20022,27413,25493,28120,25637,1641,6323,6877,5101,3993,6533,5577,4413,3549,2483,1217,331,24,0
Seychelles,1966,49302,1750,8229,20808,28333,25800,28494,25927,1675,6479,7170,5409,4099,6541,5643,4480,3573,2556,1237,342,23,0
Seychelles,1967,50543,1771,8394,21606,29308,26135,28937,26264,1704,6623,7439,5773,4238,6560,5695,4545,3604,2635,1270,364,26,0
Seychelles,1968,51831,1778,8525,22393,30327,26509,29438,26638,1724,6747,7707,6161,4422,6593,5720,4613,3648,2707,1311,393,31,0
Seychelles,1969,53120,1772,8607,23128,31357,26919,29992,27039,1730,6835,7963,6558,4651,6648,5721,4679,3693,2775,1360,426,39,0
Seychelles,1970,54401,1750,8622,23775,32373,27402,30626,27476,1722,6872,8196,6957,4927,6747,5699,4750,3745,2829,1421,454,54,0
Seychelles,1971,55710,1742,8591,24295,33367,28080,31415,28022,1700,6849,8384,7320,5265,6929,5693,4839,3801,2872,1485,466,65,0
Seychelles,1972,57070,1744,8541,24675,34327,28998,32395,28729,1693,6797,8498,7636,5665,7197,5738,4945,3865,2921,1548,452,64,0
Seychelles,1973,58378,1753,8526,24971,35280,29972,33407,29464,1709,6773,8542,7903,6094,7519,5796,5035,3922,2948,1597,438,58,0
Seychelles,1974,59640,1784,8580,25234,36255,30945,34406,30208,1734,6796,8536,8118,6527,7904,5837,5108,3968,2945,1634,431,52,0
Seychelles,1975,60966,1824,8697,25480,37230,31985,35486,31072,1768,6873,8495,8288,6943,8350,5887,5183,4023,2949,1669,432,50,0
Seychelles,1976,62199,1752,8746,25600,38081,33073,36599,32001,1810,6994,8446,8408,7311,8880,5957,5247,4075,2956,1693,435,45,0
Seychelles,1977,63183,1629,8653,25537,38766,34146,37646,32888,1738,7024,8415,8469,7630,9514,6024,5282,4105,2921,1695,433,42,0
Seychelles,1978,63996,1694,8590,25433,39249,35028,38563,33714,1615,6896,8402,8441,7829,10099,6067,5294,4143,2912,1719,461,39,0
Seychelles,1979,64686,1752,8552,25313,39482,35695,39373,34508,1682,6800,8417,8344,7897,10557,6106,5293,4203,2974,1769,531,43,0
Seychelles,1980,65310,1757,8484,25191,39624,36299,40119,35269,1740,6727,8495,8212,7915,10988,6171,5272,4269,3043,1814,601,46,0
Seychelles,1981,65951,1771,8507,25102,39724,36889,40849,36029,1746,6736,8510,8085,7900,11414,6277,5235,4338,3114,1851,669,51,0
Seychelles,1982,66453,1631,8513,24899,39620,37458,41554,36779,1760,6882,8393,7993,7851,11831,6410,5194,4407,3190,1886,728,57,0
Seychelles,1983,66879,1554,8378,24657,39395,37988,42222,37514,1621,6824,8328,7951,7769,12214,6573,5152,4475,3269,1924,781,65,0
Seychelles,1984,67363,1625,8258,24513,39200,38477,42850,38225,1546,6633,8292,7963,7661,12546,6779,5115,4536,3348,1962,830,73,0
Seychelles,1985,67854,1636,8140,24410,38984,38932,43443,38912,1616,6504,8228,8042,7531,12810,7026,5093,4598,3426,2003,874,82,1
Seychelles,1986,68343,1633,8006,24323,38761,39375,44019,39559,1628,6373,8256,8061,7408,12997,7336,5078,4647,3502,2048,910,93,1
Seychelles,1987,68925,1637,8018,24251,38597,39904,44673,40227,1626,6381,8275,7958,7341,13134,7728,5081,4679,3574,2099,932,105,1
Seychelles,1988,69605,1627,8056,24121,38435,40617,45483,40995,1617,6429,8142,7923,7340,13256,8215,5132,4701,3640,2155,935,109,1
Seychelles,1989,70360,1624,7994,23922,38259,41494,46437,41862,1597,6370,8002,7926,7411,13354,8760,5241,4718,3701,2213,928,111,1
Seychelles,1990,71073,1595,7902,23647,38055,42413,47424,42734,1593,6307,7856,7889,7552,13391,9311,5390,4716,3770,2265,918,111,2
Seychelles,1991,71773,1611,7844,23441,37838,43237,48330,43623,1563,6233,7668,7929,7615,13382,9861,5580,4705,3840,2316,915,116,2
Seychelles,1992,72435,1608,7792,23326,37589,43923,49107,44541,1577,6184,7598,7936,7532,13351,10410,5798,4694,3915,2369,922,116,2
Seychelles,1993,73057,1595,7745,23114,37328,44658,49941,45492,1573,6150,7584,7785,7495,13314,10933,6042,4692,3989,2420,938,118,2
Seychelles,1994,73863,1636,7792,22996,37348,45516,50865,46376,1573,6156,7541,7663,7532,13371,11408,6316,4687,4037,2454,940,120,2
Seychelles,1995,74753,1585,7839,22925,37544,46412,51826,47137,1619,6254,7508,7578,7582,13546,11795,6604,4682,4070,2479,939,129,2
Seychelles,1996,75570,1519,7764,22753,37641,47291,52815,47981,1559,6245,7517,7472,7719,13655,12077,6934,4698,4109,2522,959,142,2
Seychelles,1997,76554,1470,7865,22862,38022,48484,53689,48990,1583,6395,7579,7418,7813,13875,12521,7459,4709,3966,2416,813,117,3
Seychelles,1998,77683,1409,7926,23020,38342,49766,54659,50221,1547,6517,7667,7427,7682,14298,12965,8064,4758,3797,2323,678,94,4
Seychelles,1999,78848,1405,7688,22941,38267,50888,55904,51612,1410,6283,7806,7447,7512,14697,13203,8614,4872,3774,2403,726,103,3
Seychelles,2000,80073,1431,7471,22881,38115,52062,57190,52867,1406,6040,7962,7448,7361,15099,13393,9205,5022,3750,2476,776,108,2
Seychelles,2001,81278,1423,7254,22842,37968,53208,58435,54033,1432,5831,8095,7493,7200,15467,13545,9826,5201,3732,2531,818,115,1
Seychelles,2002,82448,1419,7126,22791,37876,54332,59656,55265,1423,5707,8134,7531,7210,15596,13706,10452,5403,3726,2578,862,123,1
Seychelles,2003,83613,1450,7164,22730,37741,55482,60881,56488,1422,5714,7986,7580,7327,15602,13864,11063,5629,3759,2613,898,126,2
Seychelles,2004,84733,1458,7210,22619,37565,56650,62112,57662,1456,5752,7704,7705,7391,15636,14063,11623,5883,3824,2638,932,122,2
Seychelles,2005,85907,1512,7292,22575,37454,57803,63330,58844,1464,5780,7441,7842,7428,15587,14383,12089,6197,3896,2660,972,118,2
Seychelles,2006,87110,1539,7412,22536,37377,58982,64571,60050,1518,5873,7183,7941,7493,15542,14686,12471,6599,3971,2680,1009,120,3
Seychelles,2007,88339,1552,7548,22513,37475,60160,65823,61296,1545,5996,7026,7939,7543,15585,14907,12783,7087,4045,2702,1046,125,3
Seychelles,2008,89660,1626,7727,22537,37706,61354,67120,62559,1559,6101,7042,7768,7599,15565,15222,13044,7615,4137,2721,1084,133,3
Seychelles,2009,91046,1676,7947,22512,37891,62639,68531,63853,1634,6271,7081,7484,7730,15531,15583,13264,8156,4259,2736,1128,144,3
Seychelles,2010,92424,1631,8070,22427,38006,63965,69994,65191,1684,6439,7149,7208,7869,15515,15956,13429,8728,4417,2750,1178,152,3
Seychelles,2011,93842,1632,8167,22352,38131,65304,71487,66598,1640,6535,7256,6929,7975,15539,16318,13557,9332,4604,2775,1220,167,3
Seychelles,2012,95319,1710,8329,22465,38314,66525,72851,68087,1641,6619,7383,6753,7978,15707,16476,13698,9939,4811,2805,1257,180,3
Seychelles,2013,96730,1680,8384,22709,38443,67547,74018,69530,1718,6704,7566,6759,7802,15939,16523,13856,10527,5034,2856,1292,189,3
Seychelles,2014,98016,1630,8334,22924,38482,68456,75089,70877,1686,6704,7798,6792,7503,16137,16590,14073,11066,5282,2921,1316,201,3
Seychelles,2015,99260,1646,8340,23153,38542,69296,76104,72045,1634,6694,7939,6874,7217,16294,16563,14403,11518,5579,2984,1335,211,3
Seychelles,2016,100521,1697,8399,23449,38637,70074,77068,73029,1651,6702,8049,7001,6938,16432,16537,14714,11883,5952,3041,1352,219,4
Seychelles,2017,101828,1737,8423,23792,38791,70834,78032,73999,1702,6686,8217,7152,6767,16449,16598,14948,12182,6401,3094,1367,226,4
Seychelles,2018,103120,1732,8476,24093,38913,71584,79023,74978,1743,6744,8269,7348,6775,16305,16588,15269,12436,6879,3157,1379,235,4
Seychelles,2019,104386,1702,8551,24344,38909,72309,80038,75955,1738,6849,8210,7583,6814,16129,16550,15636,12655,7372,3247,1388,247,4
Seychelles,2020,105545,1670,8574,24523,38869,72951,81016,76833,1707,6904,8223,7726,6890,15941,16489,15991,12809,7873,3365,1397,261,6
Seychelles,2021,106486,1640,8512,24655,38809,73424,81824,77546,1673,6872,8299,7844,7004,15680,16422,16310,12909,8369,3481,1384,265,7
Sierra Leone,1950,2000793,78014,320924,788024,1162383,1152383,1212766,1091637,65651,242910,247872,219228,197730,333057,256713,189833,130795,74930,26522,2976,210,3
Sierra Leone,1951,2026726,80722,319372,793968,1172731,1169473,1232755,1110284,65874,238650,252880,221716,200090,337038,260314,192998,133592,77203,27992,3316,212,3
Sierra Leone,1952,2053044,81586,318114,800264,1183650,1186623,1252778,1128721,68340,236528,257911,224239,202574,341067,263892,196127,136335,79428,29428,3703,224,2
Sierra Leone,1953,2079382,82400,319371,806881,1194909,1203498,1272499,1146706,69290,236971,260418,227092,205052,345047,267388,199185,138997,81627,30843,4129,231,2
Sierra Leone,1954,2106630,83730,325411,814693,1207229,1220126,1291935,1164620,70206,241681,258584,230698,207423,348977,270858,202209,141624,83811,32232,4576,225,2
Sierra Leone,1955,2135649,85492,332884,824261,1221232,1236802,1311387,1182912,71572,247392,256251,235126,209743,352925,274381,205255,144261,85988,33597,5026,211,1
Sierra Leone,1956,2166120,87169,339783,835098,1236581,1253689,1331021,1201435,73293,252614,255441,239874,212056,357045,277934,208325,146904,88152,34940,5466,199,1
Sierra Leone,1957,2197814,88799,347237,846834,1253074,1270929,1350979,1219871,74949,258438,254892,244705,214453,361442,281492,211417,149534,90303,36265,5886,187,1
Sierra Leone,1958,2230007,90400,355173,858950,1270290,1288310,1371055,1237794,76556,264773,256623,247154,217190,365877,284957,214445,152106,92436,37569,6289,186,2
Sierra Leone,1959,2264051,92095,363526,871899,1289144,1306730,1392150,1256103,78189,271431,262785,245588,220751,370342,288506,217561,154718,94549,38846,6676,201,2
Sierra Leone,1960,2301315,94017,372352,886359,1310552,1326892,1414955,1275681,79948,278335,270294,243713,225261,375009,292318,220885,157466,96645,40090,7052,229,1
Sierra Leone,1961,2341068,96123,381655,902351,1333949,1348029,1438716,1296325,81873,285532,277360,243336,230156,379891,296313,224337,160276,98736,41319,7424,264,1
Sierra Leone,1962,2382920,98162,391296,919630,1358914,1370005,1463289,1318018,83954,293134,285090,243244,235193,385117,300499,227883,163145,100820,42536,7795,301,1
Sierra Leone,1963,2426751,100273,401311,940268,1385498,1390618,1486481,1340631,85981,301038,293471,245486,238046,390892,304828,231500,166052,102914,43749,8165,335,2
Sierra Leone,1964,2472694,102490,411754,965971,1414019,1408296,1506721,1363915,88084,309264,302224,251993,237000,397408,309234,235182,168995,105034,44969,8528,371,2
Sierra Leone,1965,2520585,104416,422202,993053,1444285,1426571,1527531,1387975,90291,317786,311220,259631,235528,404705,313704,238951,171991,107185,46187,8880,400,1
Sierra Leone,1966,2569738,106242,432349,1019603,1475649,1446651,1550134,1410457,92218,326107,320531,266723,235406,412269,318317,242739,174999,109350,47402,9223,429,1
Sierra Leone,1967,2620402,108330,442566,1047056,1508168,1467337,1573345,1429751,94067,334236,330104,274386,235475,419968,323174,246532,178024,111539,48614,9562,457,1
Sierra Leone,1968,2672375,110267,452657,1075251,1541472,1488599,1597123,1449189,96160,342390,339976,282618,237753,425875,328172,250326,181066,113736,49817,9897,481,1
Sierra Leone,1969,2724909,112007,462260,1103445,1574929,1510444,1621463,1470005,98094,350253,350092,291093,244053,428572,333032,254076,184084,115926,50991,10220,509,1
Sierra Leone,1970,2778561,113897,471851,1131705,1608974,1533356,1646854,1491282,99863,357954,360162,299692,251340,431482,337766,257823,187118,118117,52143,10532,533,2
Sierra Leone,1971,2832401,115900,481456,1159730,1643320,1556694,1672669,1512507,101722,365556,369847,308427,257955,435752,342377,261501,190088,120306,53288,10842,560,2
Sierra Leone,1972,2886639,118002,491014,1187709,1678159,1580496,1698928,1534019,103686,373012,379421,317274,265015,440080,347046,265157,193001,122470,54419,11153,587,2
Sierra Leone,1973,2942336,120132,500834,1216082,1716068,1605396,1726252,1556637,105775,380702,388857,326391,272613,444462,352145,268885,195941,124598,55536,11460,612,2
Sierra Leone,1974,2998854,122631,511258,1244746,1758256,1630858,1754105,1579798,107850,388627,397813,335675,280378,448931,357713,272520,198829,126685,56647,11766,636,3
Sierra Leone,1975,3055919,125108,522125,1273471,1801307,1656850,1782444,1603360,110254,397017,406587,344759,288134,453739,363716,276011,201643,128728,57746,12068,659,4
Sierra Leone,1976,3112868,127135,532848,1301614,1843210,1683330,1811250,1627222,112627,405713,415317,353449,295998,459049,369738,279475,204361,130741,58846,12362,680,4
Sierra Leone,1977,3172202,129334,543893,1330413,1886677,1711550,1841785,1652592,114680,414559,424249,362271,304166,465198,375984,283244,207150,132744,59946,12653,700,4
Sierra Leone,1978,3235172,131921,555718,1360552,1932585,1742073,1874615,1680041,116928,423797,433660,371174,312772,474205,380795,287316,210071,134748,61048,12939,721,5
Sierra Leone,1979,3300032,134387,567539,1391092,1979451,1774070,1908935,1708909,119460,433152,443777,379776,321672,487214,382778,291343,213016,136785,62162,13223,742,5
Sierra Leone,1980,3367486,136685,579294,1422456,2027418,1807830,1945025,1739575,121920,442609,454637,388525,330643,501323,385223,295376,216053,138861,63283,13502,761,5
Sierra Leone,1981,3437109,139270,591467,1454695,2076411,1842886,1982409,1771699,124204,452197,465714,397514,339470,515209,389159,299486,219155,140967,64403,13780,780,5
Sierra Leone,1982,3509202,142270,604328,1487975,2126776,1879367,2021222,1805290,126752,462058,477003,406644,348384,529892,393298,303805,222346,143115,65520,14060,802,5
Sierra Leone,1983,3585781,145586,618133,1523410,2179861,1918158,2062366,1841038,129744.99,472547,488994,416283,357414,545669,397735,308694,225733,145315,66638,14343,825,5
Sierra Leone,1984,3666263,149091,632936,1560888,2235270,1958771,2105370,1878588,132995,483845,501166,426786,366316,562200,402571,314251,229213,147579,67762,14631,847,5
Sierra Leone,1985,3749425,152572,648633,1599740,2292139,2000667,2149680,1917528,136379,496061,513183,437924,375304,578865,407927,320343,232677,149893,68885,14918,868,5
Sierra Leone,1986,3842925,156430,666360,1643174,2355107,2047984,2199746,1961600,140020,509930,526624,450190,385305,596849,414802,327257,236700,152561,70146,15238,888,5
Sierra Leone,1987,3947870,160838,686189,1691687,2424983,2101286,2256177,2011147,144054,525351,541808,463690,396309,616498,423238,335007,241443,155613,71563,15596,910,6
Sierra Leone,1988,4056222,164911,706239,1741632,2496713,2156546,2314584,2062332,148317,541328,557642,477751,407710,636529,434143,341312,246349,158673,72980,15956,932,6
Sierra Leone,1989,4159166,168287,724508,1788710,2564710,2209604,2370450,2110945,151954,556221,573210,490992,419106,655476,447900,344376,250728,161396,74241,16272,955,6
Sierra Leone,1990,4325390,174523,753292,1862642,2671649,2296751,2462742,2191782,157430,578769,598067,511283,437279,684127,469088,352737,258660,166451,76588,16821,991,6
Sierra Leone,1991,4378175,176683,762248,1888084,2708776,2323469,2490084,2214871,159036,585565,607597,518239,443933,694401,477399,352904,259633,167062,76847,16906,999,7
Sierra Leone,1992,4301575,173956,748895,1858296,2666164,2281141,2443272,2172260,156425,574939,599304,510097,437383,683794,471911,342463,252871,162654,74754,16465,977,7
Sierra Leone,1993,4295693,174275,748670,1859171,2667386,2276197,2436514,2165439,156701,574395,600177,510324,437984,683886,474223,337751,250567,160929,73908,16295,971,8
Sierra Leone,1994,4314956,175247,753598,1871134,2684529,2284529,2443814,2170994,158025,578351,603648,513888,440835,687876,479254,335186,250063,160010,73428,16192,970,8
Sierra Leone,1995,4324151,175083,756659,1878851,2695474,2287539,2445292,2171489,158690,581576,605367,516825,442303,690404,482776,332227,249268,158615,72715,16022,962,8
Sierra Leone,1996,4347381,175883,762099,1892573,2714975,2297978,2454800,2179367,159260,586216,608932,521542,445215,695041,487502,330822,249257,157823,72270,15910,960,8
Sierra Leone,1997,4405034,178195,773441,1921056,2755791,2326780,2483970,2204595,161500,595246,617360,530255,451759,705020,495905,332441,251167,158374,72411,15925,968,8
Sierra Leone,1998,4449981,179546,781987,1944196,2789046,2348847,2505777,2222733,163389,602441,625017,537192,457170,712924,502512,334919,250796,158378,72241,15866,971,8
Sierra Leone,1999,4475156,180346,787423,1960003,2810791,2359248,2515145,2229293,164303,607077,631302,541278,460893,716875,505991,338395,247035,157538,71724,15731,963,8
Sierra Leone,2000,4584074,184331,807521,2011577,2884383,2414596,2572489,2278532,168376,623190,649246,554810,473611,734383,518646,348217,248503,159606,72633,15916,974,8
Sierra Leone,2001,4857106,194595,855364,2133086,3059976,2558356,2724012,2411617,178155,660769,690010,587712,503434,779190,550018,370160,259911,167387,76201,16689,1022,8
Sierra Leone,2002,5140120,204911,904195,2258506,3241755,2707892,2881606,2550174,188196,699284,732367,621944,534356,825976,582460,393423,271477,175464,79892,17486,1072,8
Sierra Leone,2003,5350917,210851,938621,2351295,3377176,2820389,2999614,2654080,195326,727770,764330,648344,557524,861890,606801,411722,278961,181178,82406,18027,1105,8
Sierra Leone,2004,5533329,213429,964453,2429864,3493059,2919745,3103456,2746175,200154,751024,792677,672734,577241,893993,628449,428332,285115,186256,84467,18474,1129,9
Sierra Leone,2005,5683338,215255,981647,2492509,3587199,3003749,3190820,2824230,201703,766392,817067,693795,593359,921443,647023,442514,289940,190550,86019,18823,1149,9
Sierra Leone,2006,5809778,218393,993685,2543778,3665607,3076279,3265992,2891286,202819,775292,837903,712190,606974,945525,663053,454800,293986,194117,87279,19095,1163,8
Sierra Leone,2007,5939169,221359,1005045,2594722,3744563,3151821,3344438,2960449,206139,783686,858613,731064,621105,970563,679589,467467,298637,197836,88683,19381,1177,9
Sierra Leone,2008,6090861,224589,1019855,2653312,3835966,3240986,3437540,3041918,210018,795266,881091,752366,638419,999164,699235,481950,306122,201207,90495,19751,1197,9
Sierra Leone,2009,6259845,228213,1039051,2717319,3936477,3341069,3542517,3133798,213968,810838,902479,775789,658616,1030290,721456,497775,316998,203380,92584,20198,1220,9
Sierra Leone,2010,6436699,231120,1059808,2782575,4039948,3447193,3654115,3232081,218014,828688,922052,800715,680094,1063017,745055,514303,328737,206188,94782,20694,1245,9
Sierra Leone,2011,6612390,233968,1078622,2844822,4140777,3555079,3767559,3332385,221077,844654,940575,825625,701884,1096118,769089,530834,340280,209875,97002,21206,1271,9
Sierra Leone,2012,6788594,236746,1095844,2904512,4239892,3665839,3884072,3435489,224127,859098,958309,850359,724094,1129925,793885,547639,352475,213645,99362,21749,1298,10
